SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,school_name_clean,school_name_strict_clean,district_name_clean,zip5,phone_clean,street_address_clean,school_irn,county_name,region,region_id,anchor_county,school_level,school_type,is_regular_or_cte,latitude,longitude,coordinate_match_method,county_latitude,county_longitude,approx_longitude,approx_latitude,location_method,building_irn,school_name_clean_high_need,district_name_clean_high_need,Building Name,LEA Name,Federal ESEA Identification ,students_served,high_need,match_method,match_score
2024-2025,39,OHIO,OH,Norton Primary Elementary School,Norton City,1,,OH-044552,3904455,OH-044552-028035,390445501450,3901450,3163 Greenwich Rd,,,Norton,OH,44203,5744.0,3163 Greenwich Rd,,,Norton,OH,44203,5744.0,(330)825-5133,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported,norton primary,norton primary elementary school,norton city,44203,3308255133,3163 greenwich rd,028035,Summit,,,,Elementary,Regular School,True,,,unmatched,41.125795305065346,-81.53219505886828,-81.48973259640582,41.09900851827856,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,League Elementary School,Norwalk City,1,,OH-044560,3904456,OH-044560-019968,390445601454,3901454,16 E League St,,,Norwalk,OH,44857,1347.0,16 E League St,,,Norwalk,OH,44857,1347.0,(419)668-2450,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported,league,league elementary school,norwalk city,44857,4196682450,16 e league st,019968,Huron,,,,Elementary,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.55462610763688,41.118589545743575,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Maplehurst Elementary School,Norwalk City,1,,OH-044560,3904456,OH-044560-022632,390445601455,3901455,195 Saint Marys St,,,Norwalk,OH,44857,1654.0,195 Saint Marys St,,,Norwalk,OH,44857,1654.0,(419)668-6035,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,01,Elementary,As reported,maplehurst,maplehurst elementary school,norwalk city,44857,4196686035,195 saint marys st,022632,Huron,,,,Elementary,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.54345493646571,41.13780876496279,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Norwalk Middle School,Norwalk City,1,,OH-044560,3904456,OH-044560-028050,390445601456,3901456,64 Christie Ave,,,Norwalk,OH,44857,2304.0,64 Christie Ave,,,Norwalk,OH,44857,2304.0,(419)668-8370,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,norwalk,norwalk middle school,norwalk city,44857,4196688370,64 christie ave,028050,Huron,,,,Middle,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.64639787940865,41.171122078276106,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Norwalk High School,Norwalk City,1,,OH-044560,3904456,OH-044560-028068,390445601457,3901457,350 Shady Lane Dr,,,Norwalk,OH,44857,2701.0,350 Shady Lane Dr,,,Norwalk,OH,44857,2701.0,(419)668-2079,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,norwalk,norwalk high school,norwalk city,44857,4196682079,350 shady lane dr,028068,Huron,,,,High,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.55702851003927,41.14669765385168,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Pleasant Elementary School,Norwalk City,1,,OH-044560,3904456,OH-044560-030221,390445601458,3901458,16 S Pleasant St,,,Norwalk,OH,44857,2015.0,16 S Pleasant St,,,Norwalk,OH,44857,2015.0,(419)668-4134,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,02,04,Elementary,As reported,pleasant,pleasant elementary school,norwalk city,44857,4196684134,16 s pleasant st,030221,Huron,,,,Elementary,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.62213361514438,41.13884980600383,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Main Street School,Norwalk City,1,,OH-044560,3904456,OH-044560-000270,390445605290,3905290,80 E Main St,,,Norwalk,OH,44857,1714.0,80 E Main St,,,Norwalk,OH,44857,1714.0,(419)668-2779,http://www.norwalk-city.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported,main street,main street school,norwalk city,44857,4196682779,80 e main st,000270,Huron,,,,Middle,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.65468616769694,41.118589545743575,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Sharpsburg Elementary,Norwood City,1,,OH-044578,3904457,OH-044578-000471,390445701459,3901459,4400 Smith Rd,,,Norwood,OH,45212,3332.0,4400 Smith Rd,,,Norwood,OH,45212,3332.0,(513)924-2650,http://www.norwoodschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,sharpsburg elementary,sharpsburg elementary,norwood city,45212,5139242650,4400 smith rd,000471,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.54445371245907,39.18328752426,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Norwood High School,Norwood City,1,,OH-044578,3904457,OH-044578-028100,390445701461,3901461,2020 Sherman Ave,,,Norwood,OH,45212,2616.0,2020 Sherman Ave,,,Norwood,OH,45212,2616.0,(513)924-2800,http://www.norwoodschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,norwood,norwood high school,norwood city,45212,5139242800,2020 sherman ave,028100,Hamilton,,,,High,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.49496422296959,39.17776199873448,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Norwood Middle School,Norwood City,1,,OH-044578,3904457,OH-044578-064857,390445701462,3901462,2060 Sherman Ave,,,Norwood,OH,45212,2616.0,2060 Sherman Ave,,,Norwood,OH,45212,2616.0,(513)924-2700,http://www.norwoodschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,norwood,norwood middle school,norwood city,45212,5139242700,2060 sherman ave,064857,Hamilton,,,,Middle,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.49184109984647,39.164068305040786,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Norwood View Elementary School,Norwood City,1,,OH-044578,3904457,OH-044578-028118,390445701463,3901463,5328 Carthage Ave,,,Norwood,OH,45212,1529.0,5328 Carthage Ave,,,Norwood,OH,45212,1529.0,(513)924-2610,http://www.norwoodschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,norwood view,norwood view elementary school,norwood city,45212,5139242610,5328 carthage ave,028118,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.54433359233896,39.21980404077652,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Williams Avenue Elementary School,Norwood City,1,,OH-044578,3904457,OH-044578-041418,390445701465,3901465,2132 Williams Ave,,,Norwood,OH,45212,3806.0,2132 Williams Ave,,,Norwood,OH,45212,3806.0,(513)924-2520,http://www.norwoodschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,williams avenue,williams avenue elementary school,norwood city,45212,5139242520,2132 williams ave,041418,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.51190115990653,39.22877300974549,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,The Norwood Montessori School,Norwood City,1,,OH-044578,3904457,OH-044578-019994,390445710846,3910846,2060 Sherman Ave,,,Norwood,OH,45212,2616.0,2060 Sherman Ave,,,Norwood,OH,45212,2616.0,(513)924-2506,http://www.norwoodschools.org/NorwoodMontessori_home.aspx,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,PK,03,Elementary,As reported,the norwood montessori,the norwood montessori school,norwood city,45212,5139242506,2060 sherman ave,019994,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.49148073948611,39.175759996732474,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Harman Elementary School,Oakwood City,1,,OH-044586,3904458,OH-044586-015289,390445801466,3901466,735 Harman Ave,,,Dayton,OH,45419,3850.0,735 Harman Ave,,,Dayton,OH,45419,3850.0,(937)297-5338,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,01,06,Elementary,As reported,harman,harman elementary school,oakwood city,45419,9372975338,735 harman ave,015289,Montgomery,,,,Elementary,Regular School,True,,,unmatched,39.75459201369424,-84.29067041525755,-84.27943918402632,39.78626368536592,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Oakwood High School,Oakwood City,1,,OH-044586,3904458,OH-044586-028373,390445801467,3901467,1200 Far Hills Ave,,,Dayton,OH,45419,3118.0,1200 Far Hills Ave,,,Dayton,OH,45419,3118.0,(937)297-5325,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,oakwood,oakwood high school,oakwood city,45419,9372975325,1200 far hills ave,028373,Montgomery,,,,High,Regular School,True,,,unmatched,39.75459201369424,-84.29067041525755,-84.3259256705128,39.79050792961016,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Smith Elementary School,Oakwood City,1,,OH-044586,3904458,OH-044586-034694,390445801469,3901469,1701 Shafor Blvd,,,Dayton,OH,45419,2511.0,1701 Shafor Blvd,,,Dayton,OH,45419,2511.0,(937)297-5335,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,smith,smith elementary school,oakwood city,45419,9372975335,1701 shafor blvd,034694,Montgomery,,,,Elementary,Regular School,True,,,unmatched,39.75459201369424,-84.29067041525755,-84.33613588072302,39.73132875043098,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Julian & Marjorie Lange School Elementary School,Oakwood City,1,,OH-044586,3904458,OH-044586-138826,390445803541,3903541,219 W Dorothy Ln,,,Dayton,OH,45429,1450.0,219 W Dorothy Ln,,,Dayton,OH,45429,1450.0,(937)299-8730,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,KG,Elementary,As reported,julian and marjorie lange,julian and marjorie lange school elementary school,oakwood city,45429,9372998730,219 w dorothy ln,138826,Montgomery,,,,Elementary,Regular School,True,,,unmatched,39.75459201369424,-84.29067041525755,-84.32808783267497,39.72556298466522,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Oakwood Junior High School,Oakwood City,1,,OH-044586,3904458,OH-044586-093195,390445804264,3904264,1200 Far Hills Ave,,,Dayton,OH,45419,3118.0,1200 Far Hills Ave,,,Dayton,OH,45419,3118.0,(937)297-5328,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,oakwood junior,oakwood junior high school,oakwood city,45419,9372975328,1200 far hills ave,093195,Montgomery,,,,Middle,Regular School,True,,,unmatched,39.75459201369424,-84.29067041525755,-84.32964939423653,39.75126869037092,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Oberlin Elementary School,Oberlin City Schools,1,,OH-044594,3904459,OH-044594-009738,390445901470,3901470,210 N Park St,,,Oberlin,OH,44074,1771.0,210 N Park St,,,Oberlin,OH,44074,1771.0,(440)775-3473,http://www.oberlinschools.net,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,oberlin,oberlin elementary school,oberlin city schools,44074,4407753473,210 n park st,009738,Lorain,,,,Elementary,Regular School,True,,,unmatched,41.295529962661035,-82.15107994877569,-82.19306193075766,41.30790233503341,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Oberlin High School,Oberlin City Schools,1,,OH-044594,3904459,OH-044594-028399,390445901471,3901471,281 N Pleasant St,,,Oberlin,OH,44074,1174.0,281 N Pleasant St,,,Oberlin,OH,44074,1174.0,(440)774-1295,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,oberlin,oberlin high school,oberlin city schools,44074,4407741295,281 n pleasant st,028399,Lorain,,,,High,Regular School,True,,,unmatched,41.295529962661035,-82.15107994877569,-82.20795682565256,41.26938381651489,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Langston Middle School,Oberlin City Schools,1,,OH-044594,3904459,OH-044594-028381,390445901472,3901472,150 N Pleasant St,,,Oberlin,OH,44074,1177.0,150 N Pleasant St,,,Oberlin,OH,44074,1177.0,(440)775-7961,http://www.oberlin.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,06,09,Middle,As reported,langston,langston middle school,oberlin city schools,44074,4407757961,150 n pleasant st,028381,Lorain,,,,Middle,Regular School,True,,,unmatched,41.295529962661035,-82.15107994877569,-82.11150036919611,41.28580023293131,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Clay High School,Oregon City,1,,OH-044602,3904460,OH-044602-006494,390446001475,3901475,5665 Seaman St,,,Oregon,OH,43616,2613.0,5665 Seaman Rd,,,Oregon,OH,43616,2613.0,(419)693-0665,http://www.oregoncityschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,clay,clay high school,oregon city,43616,4196930665,5665 seaman rd,006494,Lucas,,,,High,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.62546369999676,41.58160325389111,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Coy Elementary School,Oregon City,1,,OH-044602,3904460,OH-044602-007559,390446001476,3901476,3604 Pickle Rd,,,Oregon,OH,43616,4126.0,3604 Pickle Rd,,,Oregon,OH,43616,4126.0,(419)693-0624,http://www.oregoncityschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,coy,coy elementary school,oregon city,43616,4196930624,3604 pickle rd,007559,Lucas,,,,Elementary,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.69116940570247,41.58456621685408,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Fassett Junior High  School,Oregon City,1,,OH-044602,3904460,OH-044602-011429,390446001478,3901478,3025 Starr Ave,,,Oregon,OH,43616,2254.0,3025 Starr Ave,,,Oregon,OH,43616,2254.0,(419)693-0455,http://www.oregoncityschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,fassett junior high,fassett junior high school,oregon city,43616,4196930455,3025 starr ave,011429,Lucas,,,,Middle,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.68432255885561,41.587048699336556,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Jerusalem Elementary School,Oregon City,1,,OH-044602,3904460,OH-044602-018291,390446001479,3901479,535 S Yondota Rd,,,Curtice,OH,43412,9487.0,535 S Yondota Rd,,,Curtice,OH,43412,9487.0,(419)836-6111,http://www.oregoncityschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,jerusalem,jerusalem elementary school,oregon city,43412,4198366111,535 s yondota rd,018291,Lucas,,,,Elementary,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.60888712342019,41.59041206269992,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Starr Elementary School,Oregon City,1,,OH-044602,3904460,OH-044602-035832,390446001480,3901480,3230 Starr Ave,,,Oregon,OH,43616,2356.0,3230 Starr Ave,,,Oregon,OH,43616,2356.0,(419)693-0589,http://www.oregoncityschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,starr,starr elementary school,oregon city,43616,4196930589,3230 starr ave,035832,Lucas,,,,Elementary,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.68708532161838,41.645106757394615,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Eisenhower Intermediate School,Oregon City,1,,OH-044602,3904460,OH-044602-014259,390446005802,3905802,331 North Curtice Road,,,Oregon,OH,43616,,331 North Curtice Road,,,Oregon,OH,43616,,(419)836-8498,http://www.oregoncityschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported,eisenhower intermediate,eisenhower intermediate school,oregon city,43616,4198368498,331 north curtice road,014259,Lucas,,,,Middle,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.6769952315283,41.62460625689412,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Orrville Elementary School,Orrville City,1,,OH-044610,3904461,OH-044610-027458,390446101483,3901483,805 Mineral Springs St,,,Orrville,OH,44667,1134.0,605 Mineral Springs St,,,Orrville,OH,44667,1130.0,(330)682-1851,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,orrville,orrville elementary school,orrville city,44667,3306821851,605 mineral springs st,027458,Wayne,,,,Elementary,Regular School,True,,,unmatched,40.82882498060159,-81.88800664329113,-81.90055919584368,40.8000361918128,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Orrville High School,Orrville City,1,,OH-044610,3904461,OH-044610-028779,390446101485,3901485,841 N Ella St,,,Orrville,OH,44667,1154.0,841 N Ella St,,,Orrville,OH,44667,1154.0,(330)682-4661,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08,12,High,As reported,orrville,orrville high school,orrville city,44667,3306824661,841 n ella st,028779,Wayne,,,,High,Regular School,True,,,unmatched,40.82882498060159,-81.88800664329113,-81.92614478142927,40.85320936498597,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Orrville Middle School,Orrville City,1,,OH-044610,3904461,OH-044610-062364,390446101486,3901486,801 Mineral Spring St,,,Orrville,OH,44667,1607.0,801 Mineral Spring St,,,Orrville,OH,44667,1607.0,(330)682-1791,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,04,08,Middle,As reported,orrville,orrville middle school,orrville city,44667,3306821791,801 mineral spring st,062364,Wayne,,,,Middle,Regular School,True,,,unmatched,40.82882498060159,-81.88800664329113,-81.85070934599383,40.84496111673772,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Heartland Early Learning Program,Orrville City,1,,OH-044610,3904461,OH-044610-017252,390446105975,3905975,605 Mineral Springs St,,,Orrville,OH,44667,1155.0,605 Mineral Springs St,,,Orrville,OH,44667,1155.0,(330)683-4888,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported,heartland early learning program,heartland early learning program,orrville city,44667,3306834888,605 mineral springs st,017252,Wayne,,,,Prekindergarten,Regular School,True,,,unmatched,40.82882498060159,-81.88800664329113,-81.83545409073858,40.813649805426415,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Pleasant Valley Elementary School,Parma City,1,,OH-044636,3904463,OH-044636-030353,390446300136,3900136,9906 W Pleasant Valley Rd,,,Parma,OH,44130,6009.0,9906 W Pleasant Valley Rd,,,Parma,OH,44130,6009.0,(440)885-2379,http://pleasantvalley.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,pleasant valley,pleasant valley elementary school,parma city,44130,4408852379,9906 w pleasant valley rd,030353,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.64857156026767,41.42796732810551,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Dentzler Elementary School,Parma City,1,,OH-044636,3904463,OH-044636-008391,390446301495,3901495,3600 Dentzler Rd,,,Parma,OH,44134,4961.0,3600 Dentzler Rd,,,Parma,OH,44134,4961.0,(440)885-2426,http://dentzler.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,dentzler,dentzler elementary school,parma city,44134,4408852426,3600 dentzler rd,008391,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.69313612483224,41.409548909687096,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Green Valley Elementary School,Parma City,1,,OH-044636,3904463,OH-044636-014423,390446301499,3901499,2401 W Pleasant Valley Rd,,,Parma,OH,44134,6518.0,2401 W Pleasant Valley Rd,,,Parma,OH,44134,6518.0,(440)885-2433,http://greenvalley.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,green valley,green valley elementary school,parma city,44134,4408852433,2401 w pleasant valley rd,014423,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.68292591462203,41.45831767845586,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Greenbriar Middle School,Parma City,1,,OH-044636,3904463,OH-044636-014431,390446301500,3901500,11810 Huffman Rd,,,Parma,OH,44130,2247.0,11810 Huffman Rd,,,Parma,OH,44130,2247.0,(440)885-2370,http://greenbriar.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,greenbriar,greenbriar middle school,parma city,44130,4408852370,11810 huffman rd,014431,Cuyahoga,,,,Middle,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.6237066954028,41.40402338416157,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Hillside Middle School,Parma City,1,,OH-044636,3904463,OH-044636-016378,390446301502,3901502,1 Educational Park Dr,,,Seven Hills,OH,44131,4439.0,1 Educational Park Dr,,,Seven Hills,OH,44131,4439.0,(440)885-2373,http://hillside.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,hillside,hillside middle school,parma city,44131,4408852373,1 educational park dr,016378,Cuyahoga,,,,Middle,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.69637936807548,41.44238174251993,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,John Muir Elementary School,Parma City,1,,OH-044636,3904463,OH-044636-018424,390446301504,3901504,5531 W 24th St,,,Parma,OH,44134,2747.0,5531 W 24th St,,,Parma,OH,44134,2747.0,(440)885-2424,http://johnmuir.parmacityschools.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,john muir,john muir elementary school,parma city,44134,4408852424,5531 w 24th st,018424,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.67872171041782,41.41651587665406,county_centroid_jitter,,,,,,,0.0,False,unmatched,
